time,target_ids,target_ranges,target_speeds,bin_target_speeds
2025-10-29T20:44:28.372226+00:00,"[184, 0, 0, 0, 0, 0]","[41, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:28.469745+00:00,"[184, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:28.615978+00:00,"[184, 0, 0, 0, 0, 0]","[39, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:28.713478+00:00,"[184, 0, 0, 0, 0, 0]","[37, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:28.859748+00:00,"[184, 0, 0, 0, 0, 0]","[37, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:28.957246+00:00,"[184, 0, 0, 0, 0, 0]","[35, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:29.152217+00:00,"[184, 0, 0, 0, 0, 0]","[34, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:29.249732+00:00,"[184, 0, 0, 0, 0, 0]","[33, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:29.347240+00:00,"[184, 0, 0, 0, 0, 0]","[33, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:29.493519+00:00,"[184, 0, 0, 0, 0, 0]","[32, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:29.590995+00:00,"[184, 0, 0, 0, 0, 0]","[31, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:29.737254+00:00,"[184, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:29.834740+00:00,"[184, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:29.980976+00:00,"[184, 0, 0, 0, 0, 0]","[29, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:30.175888+00:00,"[184, 0, 0, 0, 0, 0]","[29, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:30.273493+00:00,"[184, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:30.370993+00:00,"[184, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:30.468530+00:00,"[184, 0, 0, 0, 0, 0]","[26, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:30.614752+00:00,"[184, 0, 0, 0, 0, 0]","[25, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:30.712249+00:00,"[184, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:30.858511+00:00,"[184, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:31.004752+00:00,"[184, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:31.102751+00:00,"[184, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:31.248506+00:00,"[184, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:31.346003+00:00,"[184, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:31.492284+00:00,"[184, 0, 0, 0, 0, 0]","[19, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:31.589741+00:00,"[184, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:31.735905+00:00,"[184, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:31.833511+00:00,"[184, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:31.979757+00:00,"[184, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:32.125906+00:00,"[184, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:32.223407+00:00,"[184, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:32.369769+00:00,"[184, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:32.467356+00:00,"[184, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:32.613550+00:00,"[184, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:32.711027+00:00,"[184, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:32.857290+00:00,"[184, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:33.003502+00:00,"[184, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:33.150183+00:00,"[184, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:33.247269+00:00,"[184, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:33.344734+00:00,"[184, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:33.491056+00:00,"[184, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:33.588525+00:00,"[184, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:33.734775+00:00,"[184, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:33.880975+00:00,"[184, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:44:33.978542+00:00,"[184, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:44:34.173512+00:00,"[184, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:44:34.270950+00:00,"[184, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:44:34.368468+00:00,"[184, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:34.466062+00:00,"[184, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:34.612292+00:00,"[184, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:34.709782+00:00,"[184, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:34.856055+00:00,"[184, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:35.002203+00:00,"[184, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:35.100264+00:00,"[184, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:35.245943+00:00,"[184, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:35.343543+00:00,"[184, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:35.489791+00:00,"[184, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
